date,invoice_id,branch,city,customer_type,gender,product_line,unit_price
2019-03-03,861-77-0145,C,Naypyitaw,Member,Male,Electronic accessories,81.97
2019-03-03,568-88-3448,A,Yangon,Normal,Male,Health and beauty,25.0
2019-03-03,777-82-7220,B,Mandalay,Member,Male,Home and lifestyle,30.12
2019-03-03,234-03-4040,B,Mandalay,Member,Female,Food and beverages,73.05
2019-03-03,468-99-7231,C,Naypyitaw,Normal,Female,Home and lifestyle,44.01
2019-03-03,631-41-3108,A,Yangon,Normal,Male,Home and lifestyle,46.33
2019-03-03,305-14-0245,B,Mandalay,Member,Female,Home and lifestyle,94.49
2019-03-03,175-54-2529,A,Yangon,Member,Male,Food and beverages,22.17
2019-03-03,302-15-2162,C,Naypyitaw,Member,Male,Health and beauty,46.53
2019-03-04,558-60-5016,A,Yangon,Normal,Female,Home and lifestyle,33.3
2019-03-04,228-96-1411,C,Naypyitaw,Member,Female,Food and beverages,98.7
2019-03-04,221-25-5073,A,Yangon,Normal,Female,Food and beverages,74.66
2019-03-04,759-29-9521,A,Yangon,Member,Female,Fashion accessories,48.96
2019-03-04,276-75-6884,A,Yangon,Normal,Female,Health and beauty,68.71
2019-03-04,586-25-0848,A,Yangon,Normal,Female,Sports and travel,12.34
2019-03-04,346-12-3257,B,Mandalay,Member,Male,Electronic accessories,19.24
2019-03-04,689-05-1884,A,Yangon,Member,Male,Health and beauty,48.63
2019-03-04,227-50-3718,A,Yangon,Normal,Male,Health and beauty,14.62
2019-03-04,256-08-8343,A,Yangon,Normal,Female,Home and lifestyle,56.53
2019-03-04,667-92-0055,A,Yangon,Member,Male,Health and beauty,99.83
2019-03-04,320-49-6392,C,Naypyitaw,Normal,Female,Electronic accessories,30.24
2019-03-05,829-49-1914,C,Naypyitaw,Member,Female,Food and beverages,78.31
2019-03-05,655-07-2265,A,Yangon,Normal,Male,Electronic accessories,78.31
2019-03-05,608-04-3797,B,Mandalay,Member,Female,Health and beauty,25.32
2019-03-05,148-82-2527,C,Naypyitaw,Member,Female,Home and lifestyle,12.12
2019-03-05,593-14-4239,B,Mandalay,Normal,Female,Home and lifestyle,95.46
2019-03-05,510-95-6347,B,Mandalay,Member,Female,Food and beverages,48.52
2019-03-05,730-50-9884,C,Naypyitaw,Normal,Female,Sports and travel,83.06
2019-03-05,895-66-0685,B,Mandalay,Member,Male,Food and beverages,18.08
2019-03-05,755-12-3214,C,Naypyitaw,Member,Female,Fashion accessories,44.22
2019-03-05,433-75-6987,B,Mandalay,Member,Female,Health and beauty,55.97
2019-03-05,848-42-2560,A,Yangon,Normal,Female,Fashion accessories,81.91
2019-03-05,291-32-1427,B,Mandalay,Member,Male,Fashion accessories,21.94
2019-03-05,371-85-5789,B,Mandalay,Normal,Male,Health and beauty,87.98
2019-03-05,733-01-9107,B,Mandalay,Normal,Male,Home and lifestyle,82.7
2019-03-05,102-77-2261,C,Naypyitaw,Member,Male,Health and beauty,65.31
2019-03-05,174-64-0215,B,Mandalay,Normal,Male,Sports and travel,69.74
2019-03-05,793-10-3222,B,Mandalay,Member,Female,Health and beauty,41.06
2019-03-06,783-09-1637,B,Mandalay,Normal,Female,Sports and travel,67.43
2019-03-06,468-01-2051,B,Mandalay,Normal,Male,Food and beverages,62.08
2019-03-06,715-20-1673,B,Mandalay,Normal,Male,Electronic accessories,28.38
2019-03-06,149-15-7606,B,Mandalay,Member,Male,Sports and travel,37.32
2019-03-06,883-69-1285,B,Mandalay,Member,Male,Fashion accessories,49.92
2019-03-06,254-31-0042,A,Yangon,Member,Male,Electronic accessories,21.5
2019-03-06,523-38-0215,C,Naypyitaw,Normal,Male,Home and lifestyle,37.0
2019-03-06,802-70-5316,A,Yangon,Member,Female,Sports and travel,92.13
2019-03-06,262-47-2794,B,Mandalay,Member,Male,Home and lifestyle,71.86
2019-03-06,199-75-8169,A,Yangon,Member,Male,Sports and travel,15.81
2019-03-06,885-17-6250,A,Yangon,Normal,Female,Health and beauty,79.74
2019-03-07,748-45-2862,A,Yangon,Member,Female,Home and lifestyle,28.31
2019-03-07,242-55-6721,B,Mandalay,Normal,Male,Home and lifestyle,16.16
2019-03-07,598-47-9715,C,Naypyitaw,Normal,Male,Electronic accessories,84.07
2019-03-07,307-85-2293,B,Mandalay,Normal,Male,Home and lifestyle,50.28
2019-03-07,399-69-4630,C,Naypyitaw,Normal,Male,Electronic accessories,22.21
2019-03-07,471-41-2823,C,Naypyitaw,Normal,Male,Food and beverages,99.79
2019-03-07,423-64-4619,A,Yangon,Member,Female,Health and beauty,15.55
2019-03-07,643-38-7867,A,Yangon,Normal,Male,Home and lifestyle,97.94
2019-03-07,821-07-3596,C,Naypyitaw,Normal,Female,Fashion accessories,16.45
2019-03-08,483-71-1164,C,Naypyitaw,Normal,Female,Health and beauty,81.3
2019-03-08,594-34-4444,A,Yangon,Normal,Male,Electronic accessories,97.16
2019-03-08,345-08-4992,A,Yangon,Normal,Male,Home and lifestyle,33.99
2019-03-08,574-57-9721,C,Naypyitaw,Normal,Male,Food and beverages,43.27
2019-03-08,364-33-8584,B,Mandalay,Member,Female,Food and beverages,17.63
2019-03-08,458-41-1477,C,Naypyitaw,Normal,Female,Health and beauty,46.26
2019-03-08,549-96-4200,C,Naypyitaw,Member,Male,Food and beverages,17.04
2019-03-08,632-90-0281,C,Naypyitaw,Normal,Female,Fashion accessories,37.55
2019-03-08,226-31-3081,C,Naypyitaw,Normal,Female,Electronic accessories,15.28
2019-03-08,325-77-6186,A,Yangon,Member,Female,Home and lifestyle,90.65
2019-03-08,563-91-7120,A,Yangon,Normal,Female,Fashion accessories,61.77
2019-03-09,219-22-9386,B,Mandalay,Member,Male,Sports and travel,99.96
2019-03-09,277-35-5865,C,Naypyitaw,Member,Female,Food and beverages,98.97
2019-03-09,132-32-9879,B,Mandalay,Member,Female,Electronic accessories,93.96
2019-03-09,127-47-6963,A,Yangon,Normal,Male,Health and beauty,51.71
2019-03-09,268-27-6179,B,Mandalay,Member,Female,Fashion accessories,56.47
2019-03-09,841-35-6630,C,Naypyitaw,Normal,Female,Electronic accessories,75.91
2019-03-09,652-43-6591,A,Yangon,Normal,Female,Fashion accessories,97.29
2019-03-09,616-87-0016,B,Mandalay,Normal,Male,Fashion accessories,95.54
2019-03-09,299-29-0180,B,Mandalay,Member,Female,Home and lifestyle,52.18
2019-03-09,529-56-3974,B,Mandalay,Member,Male,Electronic accessories,25.51
2019-03-09,815-11-1168,A,Yangon,Member,Male,Food and beverages,99.78
2019-03-09,360-39-5055,C,Naypyitaw,Member,Male,Sports and travel,48.91
2019-03-09,816-57-2053,A,Yangon,Normal,Male,Sports and travel,60.87
2019-03-09,308-47-4913,A,Yangon,Member,Female,Sports and travel,52.26
2019-03-09,157-13-5295,A,Yangon,Member,Male,Health and beauty,51.94
2019-03-09,489-64-4354,C,Naypyitaw,Normal,Male,Fashion accessories,16.28
2019-03-10,668-90-8900,A,Yangon,Normal,Female,Home and lifestyle,93.69
2019-03-10,607-65-2441,C,Naypyitaw,Member,Male,Health and beauty,81.95
2019-03-10,790-29-1172,B,Mandalay,Normal,Female,Food and beverages,57.34
2019-03-10,596-42-3999,B,Mandalay,Normal,Male,Food and beverages,18.22
2019-03-10,696-90-2548,A,Yangon,Normal,Male,Sports and travel,25.84
2019-03-10,239-48-4278,A,Yangon,Member,Male,Food and beverages,10.13
2019-03-10,453-12-7053,C,Naypyitaw,Normal,Male,Fashion accessories,45.74
2019-03-10,246-55-6923,C,Naypyitaw,Member,Female,Home and lifestyle,35.79
2019-03-10,745-74-0715,A,Yangon,Normal,Male,Electronic accessories,58.03
2019-03-10,129-29-8530,A,Yangon,Member,Male,Sports and travel,62.62
2019-03-10,189-17-4241,A,Yangon,Normal,Female,Fashion accessories,87.67
2019-03-10,156-20-0370,B,Mandalay,Normal,Female,Electronic accessories,25.45
2019-03-11,689-16-9784,C,Naypyitaw,Normal,Male,Food and beverages,46.77
2019-03-11,721-86-6247,A,Yangon,Normal,Female,Home and lifestyle,63.42
2019-03-11,584-86-7256,C,Naypyitaw,Member,Male,Sports and travel,34.56
2019-03-11,892-05-6689,A,Yangon,Normal,Female,Home and lifestyle,28.32
2019-03-11,214-30-2776,B,Mandalay,Member,Female,Electronic accessories,34.49
2019-03-11,656-95-9349,A,Yangon,Member,Female,Health and beauty,68.93
2019-03-11,319-50-3348,B,Mandalay,Normal,Female,Home and lifestyle,40.3
2019-03-11,448-81-5016,A,Yangon,Normal,Male,Health and beauty,59.77
2019-03-11,749-81-8133,A,Yangon,Normal,Female,Fashion accessories,94.67
2019-03-11,891-58-8335,B,Mandalay,Member,Female,Sports and travel,29.61
2019-03-11,704-20-4138,C,Naypyitaw,Member,Female,Health and beauty,29.67
2019-03-12,427-45-9297,B,Mandalay,Member,Female,Home and lifestyle,40.73
2019-03-12,253-12-6086,A,Yangon,Member,Female,Sports and travel,98.4
2019-03-12,565-17-3836,A,Yangon,Member,Female,Health and beauty,47.67
2019-03-12,152-08-9985,B,Mandalay,Member,Male,Health and beauty,64.36
2019-03-12,719-76-3868,C,Naypyitaw,Member,Male,Food and beverages,94.26
2019-03-12,266-20-6657,C,Naypyitaw,Member,Male,Food and beverages,55.04
2019-03-12,545-46-3100,B,Mandalay,Member,Female,Electronic accessories,10.59
2019-03-12,573-10-3877,B,Mandalay,Member,Male,Health and beauty,39.01
2019-03-12,699-01-4164,C,Naypyitaw,Normal,Male,Health and beauty,41.5
2019-03-12,651-61-0874,C,Naypyitaw,Normal,Male,Home and lifestyle,46.22
2019-03-12,120-06-4233,C,Naypyitaw,Normal,Male,Electronic accessories,30.61
2019-03-12,276-54-0879,B,Mandalay,Normal,Male,Sports and travel,97.74
2019-03-13,655-85-5130,B,Mandalay,Member,Female,Fashion accessories,38.3
2019-03-13,173-57-2300,C,Naypyitaw,Member,Male,Sports and travel,72.88
2019-03-13,316-01-3952,A,Yangon,Normal,Female,Food and beverages,54.27
2019-03-13,101-17-6199,A,Yangon,Normal,Male,Food and beverages,45.79
2019-03-13,336-78-2147,C,Naypyitaw,Member,Male,Home and lifestyle,63.91
2019-03-13,877-22-3308,A,Yangon,Member,Male,Health and beauty,15.87
2019-03-13,137-74-8729,C,Naypyitaw,Normal,Female,Fashion accessories,12.19
2019-03-13,686-41-0932,B,Mandalay,Normal,Female,Fashion accessories,34.7
2019-03-13,585-03-5943,B,Mandalay,Normal,Male,Health and beauty,18.11
2019-03-13,584-66-4073,C,Naypyitaw,Normal,Male,Fashion accessories,56.5
2019-03-14,442-48-3607,A,Yangon,Member,Male,Food and beverages,23.48
2019-03-14,722-13-2115,C,Naypyitaw,Member,Male,Sports and travel,42.85
2019-03-14,808-65-0703,C,Naypyitaw,Normal,Male,Home and lifestyle,35.47
2019-03-14,139-32-4183,A,Yangon,Member,Female,Sports and travel,97.48
2019-03-14,115-99-4379,B,Mandalay,Member,Female,Fashion accessories,54.73
2019-03-14,189-52-0236,A,Yangon,Normal,Male,Electronic accessories,99.55
2019-03-14,730-70-9830,C,Naypyitaw,Normal,Female,Home and lifestyle,70.11
2019-03-14,457-12-0244,C,Naypyitaw,Member,Female,Sports and travel,35.22
2019-03-14,558-80-4082,C,Naypyitaw,Normal,Male,Electronic accessories,27.85
2019-03-14,122-61-9553,C,Naypyitaw,Normal,Female,Electronic accessories,51.32
2019-03-14,379-17-6588,C,Naypyitaw,Normal,Male,Fashion accessories,59.61
2019-03-14,499-27-7781,B,Mandalay,Normal,Female,Food and beverages,53.21
2019-03-14,210-30-7976,B,Mandalay,Member,Female,Fashion accessories,22.32
2019-03-14,174-75-0888,B,Mandalay,Normal,Male,Electronic accessories,21.58
2019-03-14,169-52-4504,A,Yangon,Normal,Female,Electronic accessories,15.69
2019-03-14,840-19-2096,C,Naypyitaw,Member,Male,Electronic accessories,87.91
2019-03-14,628-90-8624,B,Mandalay,Member,Male,Health and beauty,82.58
2019-03-14,373-09-4567,C,Naypyitaw,Normal,Male,Food and beverages,77.56
2019-03-15,361-59-0574,B,Mandalay,Member,Male,Sports and travel,90.53
2019-03-15,542-41-0513,B,Mandalay,Member,Female,Electronic accessories,57.49
2019-03-15,359-94-5395,B,Mandalay,Normal,Male,Health and beauty,92.78
2019-03-15,848-62-7243,A,Yangon,Normal,Male,Health and beauty,24.89
2019-03-15,595-11-5460,A,Yangon,Normal,Male,Health and beauty,96.58
2019-03-15,510-09-5628,A,Yangon,Member,Female,Fashion accessories,19.66
2019-03-15,154-87-7367,C,Naypyitaw,Normal,Male,Home and lifestyle,65.26
2019-03-15,585-11-6748,B,Mandalay,Member,Male,Sports and travel,96.8
2019-03-15,605-83-1050,B,Mandalay,Normal,Male,Fashion accessories,27.18
2019-03-15,760-54-1821,B,Mandalay,Normal,Male,Home and lifestyle,13.59
2019-03-15,565-91-4567,B,Mandalay,Normal,Male,Health and beauty,10.75
2019-03-15,273-16-6619,B,Mandalay,Normal,Male,Home and lifestyle,33.2
2019-03-16,701-69-8742,B,Mandalay,Normal,Male,Sports and travel,34.37
2019-03-16,286-43-6208,C,Naypyitaw,Normal,Female,Food and beverages,87.8
2019-03-16,210-74-9613,C,Naypyitaw,Normal,Male,Fashion accessories,97.26
2019-03-16,575-30-8091,A,Yangon,Normal,Male,Sports and travel,72.5
2019-03-16,727-17-0390,A,Yangon,Normal,Female,Food and beverages,63.61
2019-03-16,578-80-7669,B,Mandalay,Normal,Male,Sports and travel,74.97
2019-03-16,711-31-1234,B,Mandalay,Normal,Female,Electronic accessories,95.64
2019-03-16,290-68-2984,A,Yangon,Normal,Male,Home and lifestyle,23.75
2019-03-16,617-15-4209,C,Naypyitaw,Member,Male,Health and beauty,15.37
2019-03-17,320-32-8842,C,Naypyitaw,Member,Female,Food and beverages,22.62
2019-03-17,642-30-6693,B,Mandalay,Normal,Female,Sports and travel,54.51
2019-03-17,220-68-6701,A,Yangon,Normal,Female,Home and lifestyle,77.47
2019-03-17,662-47-5456,C,Naypyitaw,Member,Male,Fashion accessories,35.19
2019-03-17,880-46-5796,A,Yangon,Member,Male,Sports and travel,76.92
2019-03-17,152-03-4217,B,Mandalay,Normal,Female,Home and lifestyle,11.28
2019-03-18,263-87-5680,C,Naypyitaw,Member,Female,Home and lifestyle,28.53
2019-03-18,256-58-3609,C,Naypyitaw,Member,Male,Fashion accessories,91.98
2019-03-18,776-68-1096,B,Mandalay,Normal,Male,Home and lifestyle,44.12
2019-03-18,413-20-6708,C,Naypyitaw,Member,Female,Fashion accessories,51.47
2019-03-18,485-30-8700,A,Yangon,Normal,Female,Sports and travel,33.26
2019-03-18,420-04-7590,B,Mandalay,Normal,Male,Home and lifestyle,99.7
2019-03-18,439-54-7422,A,Yangon,Normal,Female,Electronic accessories,51.19
2019-03-19,548-48-3156,A,Yangon,Member,Female,Food and beverages,83.34
2019-03-19,898-04-2717,A,Yangon,Normal,Male,Fashion accessories,76.4
2019-03-19,301-81-8610,B,Mandalay,Member,Male,Fashion accessories,25.42
2019-03-19,155-45-3814,C,Naypyitaw,Member,Female,Electronic accessories,88.55
2019-03-19,593-08-5916,A,Yangon,Normal,Female,Fashion accessories,15.5
2019-03-19,318-81-2368,C,Naypyitaw,Normal,Female,Electronic accessories,46.2
2019-03-19,574-22-5561,C,Naypyitaw,Member,Female,Fashion accessories,82.63
2019-03-19,751-69-0068,C,Naypyitaw,Normal,Male,Sports and travel,99.24
2019-03-19,737-88-5876,A,Yangon,Member,Male,Home and lifestyle,23.29
2019-03-19,850-41-9669,A,Yangon,Normal,Female,Electronic accessories,75.06
2019-03-19,701-23-5550,B,Mandalay,Member,Male,Home and lifestyle,38.81
2019-03-19,568-90-5112,C,Naypyitaw,Normal,Male,Health and beauty,66.14
2019-03-19,716-39-1409,B,Mandalay,Normal,Male,Health and beauty,30.35
2019-03-19,728-88-7867,C,Naypyitaw,Member,Female,Home and lifestyle,75.53
2019-03-19,462-78-5240,C,Naypyitaw,Normal,Female,Electronic accessories,26.61
2019-03-19,831-07-6050,A,Yangon,Normal,Male,Electronic accessories,32.71
2019-03-20,451-28-5717,C,Naypyitaw,Member,Female,Home and lifestyle,83.17
2019-03-20,632-32-4574,B,Mandalay,Normal,Male,Sports and travel,75.92
2019-03-20,514-37-2845,B,Mandalay,Normal,Male,Fashion accessories,99.25
2019-03-20,509-29-3912,A,Yangon,Member,Female,Sports and travel,38.72
2019-03-20,102-06-2002,C,Naypyitaw,Member,Male,Sports and travel,25.25
2019-03-20,760-90-2357,A,Yangon,Member,Male,Electronic accessories,74.51
2019-03-20,650-98-6268,B,Mandalay,Member,Female,Food and beverages,20.87
2019-03-20,436-54-4512,A,Yangon,Member,Female,Food and beverages,91.61
2019-03-20,537-72-0426,C,Naypyitaw,Member,Male,Fashion accessories,70.99
2019-03-20,142-63-6033,B,Mandalay,Normal,Male,Home and lifestyle,92.36
2019-03-20,182-88-2763,B,Mandalay,Member,Male,Food and beverages,79.91
2019-03-20,213-72-6612,A,Yangon,Normal,Male,Food and beverages,43.25
2019-03-20,574-31-8277,B,Mandalay,Member,Male,Fashion accessories,33.63
2019-03-20,805-86-0265,A,Yangon,Normal,Male,Home and lifestyle,93.96
2019-03-20,828-61-5674,A,Yangon,Member,Male,Sports and travel,44.02
2019-03-21,827-26-2100,A,Yangon,Member,Male,Home and lifestyle,33.84
2019-03-21,500-02-2261,C,Naypyitaw,Normal,Female,Food and beverages,57.29
2019-03-21,448-61-3783,A,Yangon,Normal,Female,Electronic accessories,90.02
2019-03-21,512-98-1403,A,Yangon,Member,Female,Electronic accessories,26.48
2019-03-21,527-09-6272,A,Yangon,Member,Female,Electronic accessories,28.45
2019-03-21,438-01-4015,B,Mandalay,Member,Female,Sports and travel,49.49
2019-03-22,616-24-2851,B,Mandalay,Member,Female,Fashion accessories,17.87
2019-03-22,630-74-5166,A,Yangon,Normal,Male,Sports and travel,62.13
2019-03-22,394-30-3170,B,Mandalay,Member,Female,Sports and travel,88.43
2019-03-22,886-18-2897,A,Yangon,Normal,Female,Food and beverages,56.56
2019-03-22,227-03-5010,A,Yangon,Member,Female,Home and lifestyle,52.59
2019-03-22,802-43-8934,A,Yangon,Normal,Male,Home and lifestyle,18.28
2019-03-22,674-56-6360,A,Yangon,Normal,Male,Electronic accessories,95.15
2019-03-22,554-53-3790,B,Mandalay,Normal,Male,Sports and travel,37.02
2019-03-22,472-15-9636,A,Yangon,Normal,Male,Home and lifestyle,50.93
2019-03-22,550-84-8664,A,Yangon,Normal,Male,Sports and travel,85.91
2019-03-23,865-92-6136,A,Yangon,Normal,Male,Food and beverages,52.75
2019-03-23,386-27-7606,C,Naypyitaw,Member,Female,Home and lifestyle,81.2
2019-03-23,608-96-3517,B,Mandalay,Member,Female,Fashion accessories,91.54
2019-03-23,856-22-8149,A,Yangon,Normal,Female,Home and lifestyle,25.29
2019-03-23,884-80-6021,A,Yangon,Member,Female,Electronic accessories,73.47
2019-03-23,474-33-8305,C,Naypyitaw,Member,Male,Fashion accessories,67.39
2019-03-23,795-49-7276,A,Yangon,Normal,Male,Fashion accessories,37.15
2019-03-23,407-63-8975,A,Yangon,Normal,Male,Food and beverages,73.88
2019-03-23,333-73-7901,C,Naypyitaw,Normal,Female,Health and beauty,54.92
2019-03-23,851-28-6367,A,Yangon,Member,Male,Sports and travel,15.5
2019-03-23,733-29-1227,C,Naypyitaw,Normal,Male,Home and lifestyle,55.61
2019-03-24,835-16-0096,C,Naypyitaw,Member,Male,Sports and travel,14.7
2019-03-24,468-88-0009,A,Yangon,Member,Male,Home and lifestyle,65.94
2019-03-24,725-67-2480,B,Mandalay,Member,Female,Fashion accessories,58.75
2019-03-24,538-22-0304,C,Naypyitaw,Normal,Male,Electronic accessories,64.95
2019-03-24,560-30-5617,B,Mandalay,Normal,Female,Sports and travel,24.77
2019-03-24,588-01-7461,C,Naypyitaw,Normal,Female,Food and beverages,33.98
2019-03-24,641-62-7288,B,Mandalay,Normal,Male,Home and lifestyle,99.92
2019-03-24,334-64-2006,A,Yangon,Member,Female,Home and lifestyle,70.32
2019-03-24,118-62-1812,C,Naypyitaw,Member,Female,Home and lifestyle,78.38
2019-03-24,851-98-3555,B,Mandalay,Normal,Female,Health and beauty,82.88
2019-03-24,593-95-4461,C,Naypyitaw,Member,Male,Home and lifestyle,74.86
2019-03-25,699-14-3026,C,Naypyitaw,Normal,Male,Electronic accessories,85.39
2019-03-25,282-35-2475,B,Mandalay,Normal,Female,Sports and travel,93.31
2019-03-25,134-75-2619,A,Yangon,Member,Male,Electronic accessories,19.32
2019-03-25,362-58-8315,C,Naypyitaw,Normal,Male,Fashion accessories,76.52
2019-03-25,605-03-2706,A,Yangon,Normal,Female,Health and beauty,15.8
2019-03-25,340-66-0321,A,Yangon,Member,Male,Electronic accessories,36.36
2019-03-25,366-43-6862,B,Mandalay,Normal,Male,Electronic accessories,52.89
2019-03-25,156-95-3964,A,Yangon,Normal,Female,Food and beverages,55.39
2019-03-25,110-05-6330,C,Naypyitaw,Normal,Female,Food and beverages,39.43
2019-03-26,859-97-6048,C,Naypyitaw,Member,Male,Electronic accessories,84.25
2019-03-26,449-27-2918,B,Mandalay,Member,Female,Sports and travel,39.12
2019-03-26,848-24-9445,C,Naypyitaw,Member,Male,Health and beauty,43.7
2019-03-26,595-94-9924,A,Yangon,Member,Female,Health and beauty,27.73
2019-03-26,487-79-6868,B,Mandalay,Member,Female,Home and lifestyle,12.29
2019-03-26,587-73-4862,A,Yangon,Member,Female,Health and beauty,10.69
2019-03-26,236-27-1144,C,Naypyitaw,Normal,Female,Food and beverages,16.31
2019-03-26,760-53-9233,A,Yangon,Member,Male,Fashion accessories,41.28
2019-03-26,163-56-7055,C,Naypyitaw,Member,Male,Fashion accessories,48.71
2019-03-26,411-77-0180,A,Yangon,Member,Male,Electronic accessories,72.2
2019-03-26,797-88-0493,A,Yangon,Normal,Female,Health and beauty,64.27
2019-03-26,807-34-3742,A,Yangon,Normal,Male,Fashion accessories,52.38
2019-03-26,734-91-1155,B,Mandalay,Normal,Female,Electronic accessories,45.71
2019-03-27,278-86-2735,A,Yangon,Normal,Female,Food and beverages,52.34
2019-03-27,423-57-2993,B,Mandalay,Normal,Male,Sports and travel,93.39
2019-03-27,176-64-7711,B,Mandalay,Normal,Male,Food and beverages,32.32
2019-03-27,794-32-2436,B,Mandalay,Member,Male,Electronic accessories,55.67
2019-03-27,106-35-6779,A,Yangon,Member,Male,Home and lifestyle,44.34
2019-03-27,633-44-8566,A,Yangon,Member,Male,Food and beverages,49.38
2019-03-27,186-71-5196,A,Yangon,Member,Female,Food and beverages,79.54
2019-03-27,313-66-9943,B,Mandalay,Member,Female,Food and beverages,29.15
2019-03-27,702-83-5291,C,Naypyitaw,Member,Male,Fashion accessories,99.82
2019-03-27,238-49-0436,A,Yangon,Normal,Male,Health and beauty,32.46
2019-03-28,212-62-1842,A,Yangon,Normal,Male,Food and beverages,58.26
2019-03-28,857-16-3520,A,Yangon,Member,Female,Fashion accessories,71.46
2019-03-28,531-80-1784,A,Yangon,Normal,Male,Electronic accessories,26.02
2019-03-28,573-58-9734,B,Mandalay,Normal,Female,Fashion accessories,30.37
2019-03-28,420-97-3340,A,Yangon,Normal,Female,Food and beverages,71.68
2019-03-28,470-32-9057,A,Yangon,Member,Male,Food and beverages,51.34
2019-03-28,633-09-3463,C,Naypyitaw,Normal,Female,Electronic accessories,47.65
2019-03-28,333-23-2632,A,Yangon,Member,Male,Health and beauty,10.08
2019-03-28,266-76-6436,C,Naypyitaw,Member,Female,Food and beverages,38.6
2019-03-28,544-32-5024,C,Naypyitaw,Member,Female,Food and beverages,49.79
2019-03-29,291-21-5991,B,Mandalay,Member,Male,Health and beauty,61.29
2019-03-29,186-79-9562,B,Mandalay,Normal,Male,Health and beauty,71.77
2019-03-29,218-59-9410,A,Yangon,Member,Female,Home and lifestyle,72.42
2019-03-29,267-62-7380,C,Naypyitaw,Member,Male,Electronic accessories,82.34
2019-03-29,829-34-3910,A,Yangon,Normal,Female,Health and beauty,71.38
2019-03-29,727-75-6477,C,Naypyitaw,Normal,Male,Electronic accessories,28.84
2019-03-29,425-85-2085,B,Mandalay,Member,Male,Health and beauty,54.86
2019-03-29,766-85-7061,B,Mandalay,Normal,Male,Health and beauty,87.87
2019-03-30,286-01-5402,A,Yangon,Normal,Female,Sports and travel,40.23
2019-03-30,131-15-8856,C,Naypyitaw,Member,Female,Food and beverages,72.52
2019-03-30,642-61-4706,B,Mandalay,Member,Male,Food and beverages,93.4
2019-03-30,731-59-7531,B,Mandalay,Member,Male,Health and beauty,72.57
2019-03-30,778-89-7974,C,Naypyitaw,Normal,Male,Health and beauty,70.21
2019-03-30,291-55-6563,A,Yangon,Member,Female,Home and lifestyle,34.42
2019-03-30,743-04-1105,B,Mandalay,Member,Male,Health and beauty,97.22
2019-03-30,115-38-7388,C,Naypyitaw,Member,Female,Fashion accessories,10.18
2019-03-30,364-34-2972,C,Naypyitaw,Member,Male,Electronic accessories,96.82
2019-03-30,361-85-2571,A,Yangon,Normal,Female,Sports and travel,89.48
2019-03-30,676-39-6028,A,Yangon,Member,Female,Electronic accessories,64.44
